[2022-04-12 08:38:51,989] INFO Terminating process due to signal SIGINT (org.apache.kafka.common.utils.LoggingSignalHandler)
[2022-04-12 08:39:04,914] INFO Server environment:java.class.path=/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/activation-1.1.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/aopalliance-repackaged-2.6.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/argparse4j-0.7.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/audience-annotations-0.5.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/commons-cli-1.4.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/commons-lang3-3.8.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-api-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-basic-auth-extension-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-file-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-json-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-mirror-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-mirror-client-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-runtime-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/connect-transforms-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/hk2-api-2.6.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/hk2-locator-2.6.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/hk2-utils-2.6.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-annotations-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-core-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-databind-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-dataformat-csv-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-datatype-jdk8-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-jaxrs-base-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-jaxrs-json-provider-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-module-jaxb-annotations-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jackson-module-scala_2.13-2.12.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jakarta.activation-api-1.2.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jakarta.annotation-api-1.3.5.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jakarta.inject-2.6.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jakarta.validation-api-2.0.2.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jakarta.ws.rs-api-2.1.6.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jakarta.xml.bind-api-2.3.2.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/javassist-3.27.0-GA.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/javax.servlet-api-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/javax.ws.rs-api-2.1.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jaxb-api-2.3.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jersey-client-2.34.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jersey-common-2.34.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jersey-container-servlet-2.34.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jersey-container-servlet-core-2.34.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jersey-hk2-2.34.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jersey-server-2.34.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-client-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-continuation-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-http-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-io-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-security-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-server-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-servlet-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-servlets-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-util-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jetty-util-ajax-9.4.43.v20210629.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jline-3.12.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jopt-simple-5.0.4.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/jose4j-0.7.8.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-clients-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-log4j-appender-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-metadata-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-raft-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-server-common-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-shell-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-storage-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-storage-api-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-streams-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-streams-examples-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-streams-scala_2.13-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-streams-test-utils-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka-tools-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/kafka_2.13-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/log4j-1.2.17.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/lz4-java-1.8.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/maven-artifact-3.8.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/metrics-core-2.2.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/metrics-core-4.1.12.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-buffer-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-codec-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-common-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-handler-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-resolver-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-transport-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-transport-native-epoll-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/netty-transport-native-unix-common-4.1.68.Final.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/osgi-resource-locator-1.0.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/paranamer-2.8.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/plexus-utils-3.2.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/reflections-0.9.12.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/rocksdbjni-6.22.1.1.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/scala-collection-compat_2.13-2.4.4.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/scala-java8-compat_2.13-1.0.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/scala-library-2.13.6.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/scala-logging_2.13-3.9.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/scala-reflect-2.13.6.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/slf4j-api-1.7.30.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/slf4j-log4j12-1.7.30.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/snappy-java-1.1.8.4.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/trogdor-3.1.0.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/zookeeper-3.6.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/zookeeper-jute-3.6.3.jar:/Users/skala/Desktop/kafka_2.13-3.1.0/bin/../libs/zstd-jni-1.5.0-4.jar (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:java.library.path=/Users/skala/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:. (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:java.io.tmpdir=/var/folders/7z/zsd7w2k504175cbltt9k0pl00000gn/T/ (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:java.compiler=<NA> (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:os.name=Mac OS X (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:os.arch=x86_64 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:os.version=12.1 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:user.name=skala (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,915] INFO Server environment:user.home=/Users/skala (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO Server environment:user.dir=/Users/skala/Desktop/kafka_2.13-3.1.0 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO Server environment:os.memory.free=495MB (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO Server environment:os.memory.max=512MB (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO Server environment:os.memory.total=512MB (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.enableEagerACLCheck = false (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.digest.enabled = true (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.closeSessionTxn.enabled = true (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.flushDelay=0 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.maxWriteQueuePollTime=0 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.maxBatchSize=1000 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,916] INFO zookeeper.intBufferStartingSizeBytes = 1024 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,918] INFO Weighed connection throttling is disabled (org.apache.zookeeper.server.BlueThrottle)
[2022-04-12 08:39:04,920] INFO minSessionTimeout set to 6000 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,920] INFO maxSessionTimeout set to 60000 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,923] INFO Response cache size is initialized with value 400. (org.apache.zookeeper.server.ResponseCache)
[2022-04-12 08:39:04,923] INFO Response cache size is initialized with value 400. (org.apache.zookeeper.server.ResponseCache)
[2022-04-12 08:39:04,925] INFO zookeeper.pathStats.slotCapacity = 60 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
[2022-04-12 08:39:04,925] INFO zookeeper.pathStats.slotDuration = 15 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
[2022-04-12 08:39:04,925] INFO zookeeper.pathStats.maxDepth = 6 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
[2022-04-12 08:39:04,925] INFO zookeeper.pathStats.initialDelay = 5 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
[2022-04-12 08:39:04,925] INFO zookeeper.pathStats.delay = 5 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
[2022-04-12 08:39:04,925] INFO zookeeper.pathStats.enabled = false (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
[2022-04-12 08:39:04,929] INFO The max bytes for all large requests are set to 104857600 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,929] INFO The large request threshold is set to -1 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,929] INFO Created server with tickTime 3000 minSessionTimeout 6000 maxSessionTimeout 60000 clientPortListenBacklog -1 datadir /tmp/zookeeper/version-2 snapdir /tmp/zookeeper/version-2 (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:04,942] INFO Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory (org.apache.zookeeper.server.ServerCnxnFactory)
[2022-04-12 08:39:04,943] WARN maxCnxns is not configured, using default value 0. (org.apache.zookeeper.server.ServerCnxnFactory)
[2022-04-12 08:39:04,945] INFO Configuring NIO connection handler with 10s sessionless connection timeout, 2 selector thread(s), 16 worker threads, and 64 kB direct buffers. (org.apache.zookeeper.server.NIOServerCnxnFactory)
[2022-04-12 08:39:04,949] INFO binding to port 0.0.0.0/0.0.0.0:2181 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[2022-04-12 08:39:04,968] INFO Using org.apache.zookeeper.server.watch.WatchManager as watch manager (org.apache.zookeeper.server.watch.WatchManagerFactory)
[2022-04-12 08:39:04,968] INFO Using org.apache.zookeeper.server.watch.WatchManager as watch manager (org.apache.zookeeper.server.watch.WatchManagerFactory)
[2022-04-12 08:39:04,968] INFO zookeeper.snapshotSizeFactor = 0.33 (org.apache.zookeeper.server.ZKDatabase)
[2022-04-12 08:39:04,968] INFO zookeeper.commitLogCount=500 (org.apache.zookeeper.server.ZKDatabase)
[2022-04-12 08:39:04,973] INFO zookeeper.snapshot.compression.method = CHECKED (org.apache.zookeeper.server.persistence.SnapStream)
[2022-04-12 08:39:04,976] INFO Reading snapshot /tmp/zookeeper/version-2/snapshot.48c1 (org.apache.zookeeper.server.persistence.FileSnap)
[2022-04-12 08:39:04,983] INFO The digest in the snapshot has digest version of 2, , with zxid as 0x48c1, and digest value as 153637535411 (org.apache.zookeeper.server.DataTree)
[2022-04-12 08:39:05,041] INFO ZooKeeper audit is disabled. (org.apache.zookeeper.audit.ZKAuditProvider)
[2022-04-12 08:39:05,043] INFO 40 txns loaded in 12 ms (org.apache.zookeeper.server.persistence.FileTxnSnapLog)
[2022-04-12 08:39:05,044] INFO Snapshot loaded in 75 ms, highest zxid is 0x48e9, digest is 154310859019 (org.apache.zookeeper.server.ZKDatabase)
[2022-04-12 08:39:05,044] INFO Snapshotting: 0x48e9 to /tmp/zookeeper/version-2/snapshot.48e9 (org.apache.zookeeper.server.persistence.FileTxnSnapLog)
[2022-04-12 08:39:05,046] INFO Snapshot taken in 2 ms (org.apache.zookeeper.server.ZooKeeperServer)
[2022-04-12 08:39:05,056] INFO PrepRequestProcessor (sid:0) started, reconfigEnabled=false (org.apache.zookeeper.server.PrepRequestProcessor)
[2022-04-12 08:39:05,056] INFO zookeeper.request_throttler.shutdownTimeout = 10000 (org.apache.zookeeper.server.RequestThrottler)
[2022-04-12 08:39:05,072] INFO Using checkIntervalMs=60000 maxPerMinute=10000 maxNeverUsedIntervalMs=0 (org.apache.zookeeper.server.ContainerManager)
[2022-04-12 08:39:18,389] INFO Registered kafka:type=kafka.Log4jController MBean (kafka.utils.Log4jControllerRegistration$)
[2022-04-12 08:39:18,760] INFO Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation (org.apache.zookeeper.common.X509Util)
[2022-04-12 08:39:18,860] INFO Registered signal handlers for TERM, INT, HUP (org.apache.kafka.common.utils.LoggingSignalHandler)
[2022-04-12 08:39:18,863] INFO starting (kafka.server.KafkaServer)
[2022-04-12 08:39:18,864] INFO Connecting to zookeeper on localhost:2181 (kafka.server.KafkaServer)
[2022-04-12 08:39:18,883] INFO [ZooKeeperClient Kafka server] Initializing a new session to localhost:2181. (kafka.zookeeper.ZooKeeperClient)
[2022-04-12 08:39:18,891] INFO Client environment:zookeeper.version=3.6.3--6401e4ad2087061bc6b9f80dec2d69f2e3c8660a, built on 04/08/2021 16:35 GMT (org.apache.zookeeper.ZooKeeper)
[2022-04-12 08:39:18,892] INFO Client environment:host.name=10.0.0.6 (org.apache.zookeeper.ZooKeeper)
[2022-04-12 08:39:18,892] INFO Client environment:java.version=17.0.2 (org.apache.zookeeper.ZooKeeper)
[2022-04-12 08:39:18,892] INFO Client environment:java.vendor=Eclipse Adoptium (org.apache.zookeeper.ZooKeeper)
[2022-04-12 08:39:18,892] INFO Client environment:java.home=/Library/Java/JavaVirtualMachines/temurin-17.jdk/Contents/Home (org.apache.zookeeper.ZooKeeper)
